Student_ID,Gender,Age,State,City,College_Type,Degree_Stream,10th_Percentage,12th_Percentage,Graduation_Percentage,CGPA,Backlogs,Attendance,Internship,Internship_Months,Projects,Certifications,Aptitude_Score,Coding_Score,Communication_Score,Technical_Score,Mock_Interview_Score,Resume_Score,Company_Type,Placement_Package_LPA,Placement_Status
SP107388,Male,22,Delhi,Pune,Private,B.Tech,88,83,64,6.39,4,78,Yes,6,3,7,52,80,56,55,59,60,,0.0,Not Placed
SP107389,Female,22,Uttar Pradesh,Indore,Government,B.Tech,74,60,70,7.49,2,75,No,0,2,5,63,49,58,81,68,59,,0.0,Not Placed
SP107390,Female,25,Madhya Pradesh,Chennai,Private,B.Tech,50,50,58,5.0,5,85,No,0,2,2,40,36,50,30,40,63,,0.0,Not Placed
SP107391,Female,21,Uttar Pradesh,Mumbai,Private,B.Com,89,85,79,7.25,1,85,No,0,3,6,60,54,67,85,85,79,Product,2.78,Placed
SP107392,Male,23,Gujarat,Indore,Private,B.Tech,81,87,85,7.92,0,66,Yes,10,8,9,89,51,88,57,97,81,Product,4.03,Placed
SP107393,Male,21,Karnataka,Mumbai,Private,MBA,74,70,63,6.38,3,74,No,0,3,5,65,66,61,58,83,77,MNC,2.5,Placed
SP107394,Female,25,Rajasthan,Bhopal,Government,B.Sc,55,85,70,7.8,5,81,Yes,1,2,1,56,70,60,65,65,51,,0.0,Not Placed
SP107395,Female,25,Maharashtra,Delhi,Private,MBA,73,71,78,5.7,3,93,No,0,4,7,72,63,75,54,62,51,,0.0,Not Placed
SP107396,Male,22,Gujarat,Pune,Private,B.Sc,75,73,71,8.08,3,77,Yes,1,4,7,77,59,60,59,77,67,Startup,2.64,Placed
SP107397,Female,22,Rajasthan,Lucknow,Autonomous,B.Sc,61,77,62,6.5,2,83,No,0,5,6,82,63,60,74,70,62,,0.0,Not Placed
SP107398,Male,23,Delhi,Pune,Private,BCA,85,87,88,7.0,2,78,No,0,4,4,63,89,83,86,58,65,MNC,6.35,Placed
SP107399,Female,23,Gujarat,Ahmedabad,Private,BCA,71,97,77,5.6,5,91,Yes,1,4,1,59,35,69,59,71,56,,0.0,Not Placed
SP107400,Female,21,Maharashtra,Delhi,Private,MBA,79,64,88,8.88,4,85,No,0,2,2,53,46,53,58,56,65,,0.0,Not Placed
SP107401,Male,25,Gujarat,Bhopal,Government,B.Tech,50,98,92,9.9,0,83,No,0,5,10,76,72,68,60,78,90,Product,4.83,Placed
SP107402,Male,23,Gujarat,Indore,Private,B.Sc,91,78,60,8.64,4,80,Yes,3,4,3,73,53,78,52,63,90,MNC,2.5,Placed
SP107403,Female,24,Delhi,Delhi,Autonomous,BBA,70,59,71,5.84,2,90,Yes,1,1,2,49,49,86,81,82,70,,0.0,Not Placed
SP107404,Male,23,Karnataka,Indore,Private,B.Tech,74,75,90,7.62,2,82,Yes,3,5,6,78,67,86,83,84,73,Service,5.73,Placed
SP107405,Male,22,Delhi,Chennai,Autonomous,BCA,55,67,66,7.0,5,74,No,0,4,3,73,49,77,67,58,60,,0.0,Not Placed
SP107406,Female,24,Tamil Nadu,Jaipur,Private,MBA,60,63,68,5.5,3,85,No,0,5,5,42,59,75,69,47,58,,0.0,Not Placed
SP107407,Female,27,Karnataka,Indore,Autonomous,B.Tech,86,78,76,6.99,0,85,Yes,6,4,2,97,93,81,100,82,84,Government,11.16,Placed
SP107408,Female,25,Uttar Pradesh,Bhopal,Autonomous,B.Sc,85,80,77,6.83,4,82,Yes,6,3,3,78,79,74,56,55,60,MNC,3.82,Placed
SP107409,Female,22,Maharashtra,Ahmedabad,Private,MCA,55,65,67,5.0,3,76,Yes,1,1,1,74,56,60,57,80,51,,0.0,Not Placed
SP107410,Female,22,Gujarat,Jaipur,Private,BBA,82,74,75,9.62,1,84,Yes,6,6,1,87,65,75,67,71,74,Service,9.35,Placed
SP107411,Male,24,Karnataka,Delhi,Autonomous,MBA,75,69,65,5.37,2,70,No,0,5,2,40,73,63,56,52,70,,0.0,Not Placed
SP107412,Female,21,Tamil Nadu,Indore,Private,BCA,65,75,66,7.41,2,80,No,0,3,6,40,48,51,53,61,70,,0.0,Not Placed
SP107413,Male,22,Tamil Nadu,Mumbai,Private,B.Sc,70,69,72,5.0,3,82,Yes,2,1,7,55,56,57,75,64,76,Government,2.5,Placed
SP107414,Female,24,Tamil Nadu,Bhopal,Private,BBA,68,74,77,5.24,5,83,No,0,0,7,78,30,72,42,40,49,,0.0,Not Placed
SP107415,Male,23,Rajasthan,Mumbai,Private,B.Tech,50,77,71,7.88,4,86,Yes,3,0,4,74,55,53,50,61,71,,0.0,Not Placed
SP107416,Male,22,Tamil Nadu,Lucknow,Autonomous,B.Com,75,84,71,7.64,1,87,Yes,5,5,9,94,82,64,94,61,67,MNC,7.42,Placed
SP107417,Female,24,Gujarat,Bhopal,Government,BBA,68,84,65,8.43,3,82,Yes,5,3,0,83,44,52,74,58,69,,0.0,Not Placed
SP107418,Female,25,Gujarat,Bengaluru,Private,MBA,73,94,76,7.04,3,71,Yes,7,6,7,67,72,53,82,62,64,Service,7.8,Placed
SP107419,Female,25,Karnataka,Mumbai,Government,B.Tech,98,67,84,8.16,0,97,Yes,9,6,8,68,65,49,78,61,77,Government,8.44,Placed
SP107420,Female,27,Madhya Pradesh,Lucknow,Government,B.Tech,69,89,84,8.23,4,72,Yes,9,6,5,64,53,58,69,59,71,MNC,4.75,Placed
SP107421,Female,23,Rajasthan,Bengaluru,Private,BBA,90,66,79,7.74,3,66,Yes,1,4,5,65,65,63,61,70,72,Service,2.5,Placed
SP107422,Female,23,Madhya Pradesh,Pune,Government,B.Tech,58,65,55,8.08,5,69,Yes,2,3,4,58,36,42,59,63,74,,0.0,Not Placed
SP107423,Female,27,Uttar Pradesh,Ahmedabad,Autonomous,B.Tech,70,71,82,6.32,4,90,Yes,1,1,7,61,66,72,65,94,66,MNC,2.5,Placed
SP107424,Female,24,Karnataka,Ahmedabad,Autonomous,MCA,87,67,72,8.6,2,69,No,0,8,5,73,93,70,73,78,72,Startup,6.56,Placed
SP107425,Male,21,Madhya Pradesh,Bhopal,Private,MBA,50,74,69,6.01,3,78,Yes,1,3,6,78,61,69,30,53,75,,0.0,Not Placed
SP107426,Male,23,Rajasthan,Jaipur,Private,MCA,98,77,75,8.48,0,85,Yes,7,3,9,88,86,64,98,97,72,Startup,10.86,Placed
SP107427,Female,22,Madhya Pradesh,Mumbai,Government,B.Tech,74,65,79,6.14,2,86,No,0,3,7,66,52,52,73,67,80,Startup,2.5,Placed
SP107428,Female,24,Maharashtra,Delhi,Private,MBA,67,73,57,5.0,4,71,Yes,4,2,6,44,52,58,44,62,45,,0.0,Not Placed
SP107429,Male,22,Maharashtra,Pune,Government,B.Sc,90,77,76,8.38,1,78,No,0,4,5,48,56,44,61,70,67,,0.0,Not Placed
SP107430,Female,24,Maharashtra,Delhi,Autonomous,MCA,80,93,77,9.02,0,82,Yes,8,7,2,79,83,72,73,100,93,Product,7.56,Placed
SP107431,Male,26,Maharashtra,Bengaluru,Autonomous,B.Tech,73,73,61,6.49,5,83,No,0,7,5,68,59,54,54,63,80,,0.0,Not Placed
SP107432,Male,22,Karnataka,Lucknow,Government,MBA,62,75,82,7.34,4,93,No,0,5,8,94,61,87,42,81,67,,0.0,Not Placed
SP107433,Male,24,Tamil Nadu,Ahmedabad,Autonomous,B.Com,85,83,79,8.51,1,80,Yes,2,4,4,86,89,63,67,85,88,MNC,4.58,Placed
SP107434,Female,26,Rajasthan,Bengaluru,Autonomous,B.Tech,68,71,64,7.47,2,76,No,0,6,8,69,78,58,76,56,71,MNC,4.95,Placed
SP107435,Male,22,Karnataka,Lucknow,Autonomous,B.Tech,78,86,82,9.18,2,86,No,0,2,9,75,76,67,61,78,71,Startup,4.17,Placed
SP107436,Female,22,Tamil Nadu,Jaipur,Private,B.Tech,81,92,89,9.51,1,76,Yes,12,8,7,80,70,73,52,71,73,Startup,6.86,Placed
SP107437,Female,26,Uttar Pradesh,Jaipur,Private,BCA,88,82,71,7.74,1,80,Yes,7,5,4,92,83,77,85,65,80,Product,10.83,Placed
SP107438,Male,23,Delhi,Bhopal,Government,MBA,57,58,65,5.48,4,77,No,0,2,4,60,52,78,69,45,49,,0.0,Not Placed
SP107439,Female,22,Uttar Pradesh,Mumbai,Private,MBA,83,63,89,8.96,2,76,Yes,6,4,2,70,77,79,65,83,58,MNC,5.26,Placed
SP107440,Female,24,Maharashtra,Ahmedabad,Private,B.Sc,81,81,69,8.33,1,87,Yes,7,5,4,74,71,81,83,82,62,MNC,6.42,Placed
SP107441,Male,26,Uttar Pradesh,Jaipur,Autonomous,B.Sc,59,70,84,6.94,2,82,Yes,9,6,5,65,76,74,98,70,92,MNC,4.91,Placed
SP107442,Female,24,Tamil Nadu,Bengaluru,Autonomous,B.Tech,89,78,68,9.9,1,98,Yes,9,6,5,80,92,88,72,95,92,Service,10.47,Placed
SP107443,Female,22,Madhya Pradesh,Indore,Autonomous,MCA,79,80,64,7.31,3,77,Yes,1,5,8,83,67,57,90,68,61,MNC,5.86,Placed
SP107444,Male,23,Uttar Pradesh,Ahmedabad,Autonomous,MCA,67,77,73,6.86,2,86,Yes,3,6,6,72,85,92,66,58,70,Startup,4.89,Placed
SP107445,Male,23,Maharashtra,Jaipur,Private,BBA,54,56,64,6.64,5,74,No,0,2,8,51,38,47,44,42,42,,0.0,Not Placed
SP107446,Male,25,Karnataka,Lucknow,Private,MCA,65,80,66,6.26,5,88,Yes,1,0,7,52,41,74,41,44,67,,0.0,Not Placed
SP107447,Female,24,Karnataka,Pune,Government,B.Tech,86,64,95,7.36,2,73,Yes,9,6,6,81,70,81,65,73,90,Product,3.54,Placed
SP107448,Female,22,Madhya Pradesh,Lucknow,Autonomous,MCA,70,53,59,5.08,3,71,No,0,3,5,71,53,79,74,70,49,,0.0,Not Placed
SP107449,Male,24,Rajasthan,Ahmedabad,Autonomous,B.Com,57,75,65,7.3,3,81,Yes,4,0,7,64,53,68,61,85,72,Government,2.5,Placed
SP107450,Female,23,Madhya Pradesh,Ahmedabad,Autonomous,BBA,62,71,63,8.0,4,81,Yes,1,4,2,43,37,76,48,85,67,,0.0,Not Placed
SP107451,Female,24,Delhi,Chennai,Government,B.Sc,57,82,68,5.56,2,83,Yes,7,3,2,64,56,64,81,83,74,Startup,2.5,Placed
SP107452,Male,25,Tamil Nadu,Delhi,Government,B.Sc,67,78,64,7.16,3,76,Yes,1,1,5,54,72,61,61,76,70,Startup,2.5,Placed
SP107453,Male,22,Gujarat,Bhopal,Autonomous,B.Sc,80,74,68,5.73,3,86,Yes,3,8,7,70,80,76,57,73,70,MNC,3.83,Placed
SP107454,Male,24,Madhya Pradesh,Bengaluru,Autonomous,B.Sc,65,92,83,7.0,1,84,Yes,5,2,7,53,58,39,94,59,74,Product,2.68,Placed
SP107455,Female,25,Uttar Pradesh,Bhopal,Private,MBA,72,69,69,9.9,2,82,Yes,5,3,2,70,75,92,67,71,52,MNC,6.62,Placed
SP107456,Female,24,Tamil Nadu,Indore,Private,B.Tech,50,71,69,5.14,5,90,No,0,3,4,47,32,46,52,41,58,,0.0,Not Placed
SP107457,Female,22,Uttar Pradesh,Bengaluru,Private,BBA,68,66,70,7.97,3,85,Yes,3,4,9,42,48,90,65,60,66,,0.0,Not Placed
SP107458,Female,23,Gujarat,Bengaluru,Autonomous,B.Com,57,85,67,9.08,2,85,No,0,6,3,70,72,67,78,78,66,,0.0,Not Placed
SP107459,Male,20,Tamil Nadu,Jaipur,Autonomous,BCA,50,52,58,5.89,5,74,No,0,0,3,43,30,44,40,55,48,,0.0,Not Placed
SP107460,Male,25,Delhi,Indore,Autonomous,B.Sc,72,64,58,8.57,3,75,Yes,1,4,5,55,54,86,63,60,64,MNC,2.79,Placed
SP107461,Female,20,Madhya Pradesh,Bengaluru,Government,MCA,73,91,79,8.58,3,80,Yes,5,7,4,75,82,68,70,61,75,MNC,7.72,Placed
SP107462,Male,23,Uttar Pradesh,Pune,Private,B.Tech,88,59,88,9.79,4,80,No,0,3,8,58,67,48,60,60,59,,0.0,Not Placed
SP107463,Male,26,Rajasthan,Lucknow,Private,B.Com,80,87,68,5.99,2,75,No,0,4,7,74,86,75,66,77,71,,0.0,Not Placed
SP107464,Male,21,Tamil Nadu,Jaipur,Private,B.Tech,80,71,73,7.52,0,90,No,0,7,6,60,75,75,58,64,81,Startup,2.5,Placed
SP107465,Male,26,Maharashtra,Chennai,Autonomous,BBA,73,73,69,6.91,4,74,Yes,6,0,3,63,75,60,52,74,67,,0.0,Not Placed
SP107466,Male,23,Tamil Nadu,Mumbai,Government,BCA,86,85,85,9.43,3,73,No,0,0,7,65,69,81,67,82,90,MNC,6.05,Placed
SP107467,Male,22,Delhi,Bengaluru,Private,BBA,67,82,71,7.13,4,94,Yes,1,3,4,71,61,75,54,62,62,Startup,3.09,Placed
SP107468,Female,21,Madhya Pradesh,Bengaluru,Private,MCA,90,95,71,6.25,0,77,Yes,3,4,6,70,51,76,57,71,78,Startup,2.5,Placed
SP107469,Female,25,Madhya Pradesh,Lucknow,Government,B.Tech,64,66,60,5.85,5,75,Yes,1,4,2,52,32,52,71,99,68,,0.0,Not Placed
SP107470,Male,23,Maharashtra,Bhopal,Government,B.Com,77,67,78,6.77,3,91,No,0,6,5,54,73,71,38,72,70,Government,2.5,Placed
SP107471,Male,24,Maharashtra,Indore,Private,B.Tech,71,61,85,7.6,3,71,Yes,2,3,4,73,70,65,66,63,67,Service,3.85,Placed
SP107472,Male,25,Maharashtra,Delhi,Autonomous,MBA,93,80,87,8.68,3,90,No,0,4,6,66,77,79,85,73,75,Product,4.9,Placed
SP107473,Male,23,Uttar Pradesh,Indore,Private,B.Com,59,56,59,5.87,5,80,Yes,3,2,0,90,90,81,54,57,59,,0.0,Not Placed
SP107474,Male,25,Rajasthan,Pune,Autonomous,BCA,79,75,74,7.69,3,87,Yes,7,4,4,49,56,49,64,51,57,Government,3.56,Placed
SP107475,Male,21,Gujarat,Pune,Government,MCA,63,83,73,5.0,2,61,Yes,2,6,2,73,100,84,53,53,43,,0.0,Not Placed
SP107476,Male,22,Rajasthan,Indore,Autonomous,B.Tech,90,68,68,9.02,3,88,Yes,5,4,6,78,79,61,79,71,62,Product,6.58,Placed
SP107477,Male,26,Madhya Pradesh,Lucknow,Private,MBA,75,83,79,7.89,0,79,No,0,4,3,68,88,85,82,63,74,MNC,8.37,Placed
SP107478,Female,24,Maharashtra,Lucknow,Autonomous,B.Sc,71,83,86,6.13,4,69,Yes,3,5,8,83,79,69,73,75,82,Startup,4.19,Placed
SP107479,Male,23,Madhya Pradesh,Ahmedabad,Government,MBA,54,71,62,6.3,4,77,Yes,1,3,4,75,46,63,55,50,55,,0.0,Not Placed
SP107480,Female,20,Delhi,Bhopal,Government,B.Tech,67,65,63,6.66,3,71,No,0,5,3,72,69,72,76,57,63,MNC,4.02,Placed
SP107481,Male,24,Delhi,Pune,Autonomous,BBA,68,83,78,6.51,0,78,Yes,3,6,6,80,52,66,72,87,90,MNC,2.5,Placed
SP107482,Female,27,Karnataka,Ahmedabad,Private,B.Tech,61,88,68,9.9,1,79,Yes,2,2,4,65,76,90,77,77,73,MNC,7.81,Placed
SP107483,Male,21,Uttar Pradesh,Bengaluru,Private,MBA,88,83,81,8.4,0,83,Yes,3,5,4,56,72,51,42,95,81,MNC,3.13,Placed
SP107484,Female,26,Uttar Pradesh,Pune,Private,B.Tech,53,69,60,6.39,4,78,Yes,1,2,4,55,59,74,58,43,50,,0.0,Not Placed
SP107485,Male,27,Gujarat,Pune,Private,B.Tech,69,80,84,7.54,2,78,Yes,9,2,6,70,87,82,81,76,52,Service,9.87,Placed
SP107486,Female,23,Delhi,Jaipur,Private,B.Sc,73,76,67,5.66,3,71,No,0,4,4,69,47,62,68,54,47,,0.0,Not Placed
SP107487,Female,23,Gujarat,Pune,Autonomous,MBA,90,63,70,5.71,4,83,No,0,1,2,63,35,42,56,67,60,,0.0,Not Placed
SP107488,Female,22,Madhya Pradesh,Ahmedabad,Private,MCA,52,70,71,9.04,1,80,No,0,5,5,89,57,48,59,87,74,,0.0,Not Placed
SP107489,Male,21,Rajasthan,Bhopal,Private,B.Sc,71,81,62,6.53,5,68,No,0,0,4,64,47,56,73,73,59,,0.0,Not Placed
SP107490,Male,23,Rajasthan,Pune,Private,MBA,75,65,83,7.63,3,80,Yes,5,3,4,72,64,63,52,80,81,,0.0,Not Placed
SP107491,Female,22,Delhi,Mumbai,Private,BBA,91,85,83,6.6,2,89,Yes,7,3,5,63,74,74,75,75,88,Startup,3.9,Placed
SP107492,Female,23,Madhya Pradesh,Delhi,Private,MCA,68,63,66,6.69,3,87,Yes,3,2,5,71,61,56,59,74,62,Service,2.5,Placed
SP107493,Female,23,Rajasthan,Bengaluru,Autonomous,B.Tech,74,57,52,6.73,4,69,No,0,3,7,68,57,54,30,67,53,,0.0,Not Placed
SP107494,Female,23,Gujarat,Bengaluru,Autonomous,B.Com,92,94,84,6.97,3,88,Yes,7,3,5,69,45,74,84,72,61,Product,5.66,Placed
SP107495,Male,22,Tamil Nadu,Jaipur,Autonomous,B.Tech,72,72,83,6.19,2,77,Yes,8,6,8,69,72,61,55,64,100,MNC,2.5,Placed
SP107496,Male,24,Uttar Pradesh,Chennai,Private,B.Sc,58,98,78,9.89,2,77,Yes,1,2,7,79,82,63,68,97,73,MNC,8.15,Placed
SP107497,Male,27,Madhya Pradesh,Mumbai,Private,BCA,50,65,50,5.0,5,77,No,0,0,5,66,75,70,59,58,52,,0.0,Not Placed
SP107498,Female,24,Karnataka,Bhopal,Private,BBA,66,60,58,5.54,4,80,Yes,2,5,0,52,49,70,53,63,42,,0.0,Not Placed
SP107499,Female,25,Karnataka,Indore,Private,BCA,89,83,68,9.46,0,80,Yes,11,2,6,100,97,80,80,71,81,Service,10.91,Placed
SP107500,Male,23,Rajasthan,Lucknow,Private,BBA,74,67,59,8.07,5,74,Yes,1,4,4,66,70,64,42,62,63,,0.0,Not Placed
SP107501,Female,24,Karnataka,Jaipur,Private,MBA,60,68,63,8.19,4,97,Yes,1,4,6,43,79,65,85,81,47,,0.0,Not Placed
SP107502,Female,27,Gujarat,Mumbai,Private,MCA,73,80,69,6.96,3,90,No,0,3,8,76,89,68,80,72,56,Government,5.36,Placed
SP107503,Female,23,Tamil Nadu,Ahmedabad,Private,B.Tech,71,73,89,8.11,4,65,No,0,3,3,50,99,79,68,95,63,,0.0,Not Placed
SP107504,Male,25,Gujarat,Ahmedabad,Government,BBA,75,82,61,8.73,3,75,No,0,3,3,71,60,63,64,43,70,,0.0,Not Placed
SP107505,Female,21,Uttar Pradesh,Ahmedabad,Government,B.Sc,58,53,67,5.0,5,71,No,0,2,3,43,54,44,30,59,59,,0.0,Not Placed
SP107506,Male,23,Tamil Nadu,Ahmedabad,Private,BCA,68,76,80,6.11,0,71,Yes,6,2,4,78,51,76,72,67,72,Service,4.24,Placed
SP107507,Female,24,Madhya Pradesh,Indore,Autonomous,B.Sc,76,69,66,5.0,4,74,No,0,3,3,65,48,60,30,80,69,,0.0,Not Placed
SP107508,Male,27,Uttar Pradesh,Indore,Private,B.Com,69,72,79,7.2,1,73,No,0,3,6,84,75,64,77,57,67,Government,3.43,Placed
SP107509,Female,26,Karnataka,Delhi,Private,MCA,98,71,88,9.13,0,88,Yes,10,6,8,99,60,80,64,100,79,Startup,6.38,Placed
SP107510,Male,27,Karnataka,Bhopal,Autonomous,BBA,65,70,58,7.57,3,79,Yes,1,7,3,70,65,63,55,52,78,Service,2.92,Placed
SP107511,Female,25,Karnataka,Lucknow,Private,BCA,80,86,79,6.96,3,75,Yes,1,4,5,60,30,76,61,69,77,Service,2.5,Placed
SP107512,Female,21,Rajasthan,Pune,Autonomous,MCA,82,78,83,9.48,1,81,Yes,10,6,5,81,87,83,79,100,87,Service,11.73,Placed
SP107513,Male,23,Madhya Pradesh,Jaipur,Private,MCA,94,85,68,9.08,2,79,No,0,8,3,74,80,88,52,76,77,MNC,4.65,Placed
SP107514,Male,21,Uttar Pradesh,Jaipur,Government,B.Tech,70,96,67,7.42,2,77,Yes,6,6,7,71,68,59,91,68,80,Product,4.51,Placed
SP107515,Male,21,Madhya Pradesh,Jaipur,Autonomous,B.Tech,56,71,70,7.11,3,85,Yes,1,3,8,67,64,51,72,47,59,Product,3.71,Placed
SP107516,Male,23,Karnataka,Jaipur,Autonomous,B.Tech,84,76,80,5.4,2,78,Yes,1,6,7,60,71,57,81,71,75,Government,2.62,Placed
SP107517,Male,23,Rajasthan,Delhi,Government,B.Sc,50,62,84,5.88,5,77,Yes,1,5,4,62,67,57,60,55,77,,0.0,Not Placed
SP107518,Female,24,Rajasthan,Mumbai,Autonomous,B.Tech,67,92,83,9.49,2,85,Yes,9,5,2,77,59,70,65,76,70,Government,6.1,Placed
SP107519,Male,24,Maharashtra,Indore,Private,B.Tech,84,80,62,8.34,3,82,No,0,4,6,67,71,72,50,47,83,,0.0,Not Placed
SP107520,Male,24,Karnataka,Jaipur,Private,B.Tech,87,74,70,7.32,1,79,Yes,9,3,1,90,68,70,86,100,72,Startup,6.59,Placed
SP107521,Male,25,Maharashtra,Jaipur,Private,B.Com,65,65,58,5.22,5,76,Yes,1,0,4,50,53,47,67,54,64,,0.0,Not Placed
SP107522,Male,26,Karnataka,Mumbai,Private,B.Sc,58,74,72,7.79,4,81,No,0,2,4,74,65,52,54,85,65,,0.0,Not Placed
SP107523,Male,23,Uttar Pradesh,Bhopal,Government,MCA,50,77,59,7.24,3,86,No,0,4,5,59,72,51,68,62,73,Government,2.79,Placed
SP107524,Male,24,Maharashtra,Bengaluru,Private,MBA,52,72,68,5.0,5,76,No,0,2,5,74,52,88,56,68,56,,0.0,Not Placed
SP107525,Female,26,Maharashtra,Jaipur,Private,B.Tech,53,73,65,5.0,4,70,Yes,1,5,2,72,65,75,68,60,67,,0.0,Not Placed
SP107526,Male,20,Gujarat,Indore,Private,BBA,98,86,85,8.43,2,95,Yes,3,5,5,68,36,75,61,64,71,Startup,2.5,Placed
SP107527,Female,22,Uttar Pradesh,Delhi,Autonomous,BCA,51,67,69,7.64,3,84,Yes,1,6,0,49,50,54,38,67,80,,0.0,Not Placed
SP107528,Male,21,Maharashtra,Bengaluru,Private,MCA,83,87,94,7.76,1,86,No,0,3,5,94,100,66,81,67,75,Government,7.99,Placed
SP107529,Male,21,Uttar Pradesh,Lucknow,Private,BBA,69,75,65,6.42,2,92,No,0,4,4,46,57,64,62,69,73,MNC,2.5,Placed
SP107530,Male,25,Tamil Nadu,Bhopal,Autonomous,B.Tech,83,65,83,8.13,2,76,Yes,3,7,4,57,72,74,70,73,71,Service,6.76,Placed
SP107531,Female,20,Madhya Pradesh,Bengaluru,Government,B.Com,73,61,64,7.78,3,80,No,0,4,5,55,74,70,49,60,69,,0.0,Not Placed
SP107532,Male,27,Tamil Nadu,Lucknow,Private,B.Tech,78,60,58,7.92,3,82,Yes,4,2,6,63,45,48,74,90,52,,0.0,Not Placed
SP107533,Male,24,Karnataka,Bhopal,Autonomous,B.Tech,87,78,70,8.26,2,96,No,0,3,7,49,68,80,69,72,49,Government,4.6,Placed
SP107534,Female,25,Madhya Pradesh,Indore,Private,B.Tech,61,59,76,6.86,3,70,No,0,4,6,70,57,56,58,86,60,,0.0,Not Placed
SP107535,Female,25,Karnataka,Jaipur,Private,B.Tech,59,53,66,5.04,5,61,Yes,1,4,0,40,33,47,33,52,59,,0.0,Not Placed
SP107536,Male,23,Madhya Pradesh,Jaipur,Private,B.Com,76,61,75,6.61,2,81,No,0,4,6,53,56,67,37,73,78,,0.0,Not Placed
SP107537,Male,24,Tamil Nadu,Delhi,Private,B.Sc,55,80,62,5.57,4,86,Yes,1,0,1,69,82,59,68,72,67,,0.0,Not Placed
SP107538,Female,23,Maharashtra,Jaipur,Autonomous,B.Tech,67,98,73,7.94,4,87,Yes,1,3,10,78,44,75,56,66,50,,0.0,Not Placed
SP107539,Male,23,Tamil Nadu,Jaipur,Autonomous,MCA,59,87,82,7.2,3,71,No,0,4,0,80,55,74,63,55,80,,0.0,Not Placed
SP107540,Male,21,Karnataka,Jaipur,Private,MCA,71,79,86,8.13,1,67,No,0,1,3,71,82,76,60,83,81,Service,6.71,Placed
SP107541,Male,24,Maharashtra,Bhopal,Private,BBA,65,76,50,6.68,5,71,Yes,2,7,0,50,66,60,66,53,78,,0.0,Not Placed
SP107542,Male,23,Tamil Nadu,Ahmedabad,Government,B.Tech,67,84,65,8.42,1,78,No,0,5,5,47,62,67,73,82,100,,0.0,Not Placed
SP107543,Female,24,Delhi,Bengaluru,Government,B.Com,70,84,60,6.75,2,78,Yes,3,5,1,66,66,55,75,75,67,,0.0,Not Placed
SP107544,Male,22,Uttar Pradesh,Delhi,Autonomous,MCA,70,64,76,9.9,3,79,Yes,9,6,6,72,69,72,62,64,86,MNC,6.23,Placed
SP107545,Male,25,Delhi,Delhi,Private,MCA,65,94,70,7.4,2,77,Yes,2,4,3,76,69,49,69,78,54,Product,2.68,Placed
SP107546,Male,22,Tamil Nadu,Delhi,Autonomous,MBA,85,70,76,8.69,1,86,Yes,5,3,3,93,88,67,53,78,76,MNC,5.38,Placed
SP107547,Female,25,Gujarat,Indore,Private,MBA,71,56,86,6.53,3,78,Yes,2,4,4,70,59,65,56,67,78,,0.0,Not Placed
SP107548,Female,23,Gujarat,Indore,Government,B.Tech,71,57,70,6.0,3,77,No,0,3,10,69,66,61,50,66,79,Product,2.5,Placed
SP107549,Male,23,Gujarat,Bengaluru,Private,MCA,62,78,64,6.43,3,88,No,0,2,2,76,78,55,54,58,58,Service,3.4,Placed
SP107550,Male,21,Madhya Pradesh,Lucknow,Autonomous,MCA,50,64,73,7.32,3,88,Yes,1,0,3,67,60,59,52,57,48,,0.0,Not Placed
SP107551,Female,23,Rajasthan,Jaipur,Private,BBA,59,71,62,6.7,3,81,No,0,6,0,71,61,35,51,76,59,,0.0,Not Placed
SP107552,Male,21,Tamil Nadu,Bengaluru,Autonomous,MBA,78,74,90,6.28,2,76,No,0,6,6,64,63,91,63,77,65,MNC,2.5,Placed
SP107553,Female,27,Delhi,Bengaluru,Private,BBA,98,98,85,8.13,0,75,Yes,7,5,6,72,63,90,91,70,72,Government,6.29,Placed
SP107554,Female,25,Madhya Pradesh,Mumbai,Autonomous,BBA,91,84,58,8.92,3,76,No,0,5,8,95,63,76,56,72,68,Service,4.96,Placed
SP107555,Female,20,Madhya Pradesh,Delhi,Government,B.Tech,82,98,86,9.64,0,93,Yes,8,6,5,90,95,69,87,84,75,MNC,9.65,Placed
SP107556,Female,21,Karnataka,Chennai,Government,MCA,85,87,80,9.9,0,85,Yes,7,5,5,81,65,82,100,87,71,MNC,8.72,Placed
SP107557,Female,24,Karnataka,Indore,Autonomous,B.Tech,74,87,83,5.57,3,79,No,0,3,2,70,47,71,57,66,74,,0.0,Not Placed
SP107558,Male,20,Maharashtra,Bhopal,Government,B.Tech,67,71,73,5.0,5,91,No,0,6,4,71,61,60,68,73,68,,0.0,Not Placed
SP107559,Male,25,Karnataka,Lucknow,Autonomous,MCA,72,87,76,7.7,2,73,No,0,8,3,87,64,56,67,55,66,,0.0,Not Placed
SP107560,Male,27,Gujarat,Pune,Government,B.Tech,71,73,74,8.52,1,84,No,0,2,4,78,98,84,65,57,68,Service,4.35,Placed
SP107561,Male,20,Madhya Pradesh,Mumbai,Government,BBA,79,87,88,7.15,1,95,No,0,4,1,68,70,65,69,68,79,Government,3.18,Placed
SP107562,Female,22,Madhya Pradesh,Pune,Autonomous,BBA,98,98,74,8.06,0,71,No,0,3,10,59,75,60,62,60,72,MNC,4.12,Placed
